[0509/103511.694:WARNING:render_frame_host_impl.cc(2751)] OnDidStopLoading was called twice.
[0509/125418.814:INFO:CONSOLE(118)] "Wed May 09 2018 12:54:18 GMT-0500 (Central Daylight Time) | sip.ua | · contactTransport: "wss"", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/125418.814:INFO:CONSOLE(118)] "Wed May 09 2018 12:54:18 GMT-0500 (Central Daylight Time) | sip.ua | · forceRport: false", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/125418.814:INFO:CONSOLE(118)] "Wed May 09 2018 12:54:18 GMT-0500 (Central Daylight Time) | sip.ua | · autostart: false", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/125418.815:INFO:CONSOLE(118)] "Wed May 09 2018 12:54:18 GMT-0500 (Central Daylight Time) | sip.ua | · rel100: "none"", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/125418.815:INFO:CONSOLE(118)] "Wed May 09 2018 12:54:18 GMT-0500 (Central Daylight Time) | sip.ua | · replaces: "none"", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/125418.817:INFO:CONSOLE(118)] "Wed May 09 2018 12:54:18 GMT-0500 (Central Daylight Time) | sip.ua | · mediaHandlerFactory: function promisifiedFactory(){var mediaHandler=mediaHandlerFactory.apply(this,arguments);function patchMethod(methodName){var method=mediaHandler[methodName];if(method.length>1){var callbacksFirst=methodName==="getDescription";mediaHandler[methodName]=SIP.Utils.promisify(mediaHandler,methodName,callbacksFirst)}}patchMethod("getDescription");patchMethod("setDescription");return mediaHandler}", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/125418.818:INFO:CONSOLE(118)] "Wed May 09 2018 12:54:18 GMT-0500 (Central Daylight Time) | sip.ua | · authenticationFactory: undefined", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/125418.819:INFO:CONSOLE(118)] "Wed May 09 2018 12:54:18 GMT-0500 (Central Daylight Time) | sip.ua | · allowLegacyNotifications: false", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/125418.820:INFO:CONSOLE(118)] "Wed May 09 2018 12:54:18 GMT-0500 (Central Daylight Time) | sip.ua | · instanceId: "7be56ff3-7cdc-4004-86db-1c9ea06d8882"", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/125418.825:INFO:CONSOLE(118)] "Wed May 09 2018 12:54:18 GMT-0500 (Central Daylight Time) | sip.ua | · sipjsId: "57qpa"", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/125418.826:INFO:CONSOLE(118)] "Wed May 09 2018 12:54:18 GMT-0500 (Central Daylight Time) | sip.ua | · hostportParams: "endpoint.twilio.com"", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/125418.827:INFO:CONSOLE(118)] "Wed May 09 2018 12:54:18 GMT-0500 (Central Daylight Time) | sip.ua | · authorizationUser: "0f188406-8804-4766-8585-6829c7620fbc"", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/125418.827:INFO:CONSOLE(118)] "Wed May 09 2018 12:54:18 GMT-0500 (Central Daylight Time) | sip.ua | · media: undefined", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/125418.830:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/125418.831:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/125418.839:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/125418.842:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/125418.843:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/125419.242:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/125419.242:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/125419.242:INFO:CONSOLE(180)] "Unable to connect to Room: Permission denied", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (180)
[0509/125429.395:INFO:CONSOLE(118)] "Wed May 09 2018 12:54:29 GMT-0500 (Central Daylight Time) | sip.ua | user requested closure...", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/125429.397:INFO:CONSOLE(118)] "Wed May 09 2018 12:54:29 GMT-0500 (Central Daylight Time) | sip.ua | closing registerContext", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/125429.419:INFO:CONSOLE(118)] "Wed May 09 2018 12:54:29 GMT-0500 (Central Daylight Time) | sip.registercontext | already unregistered", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130002.695:ERROR:broker_win.cc(134)] Error sending sync broker message
[0509/130416.096:INFO:CONSOLE(8564)] "Main._createAppUI: 46ms", source: http://localhost:8088/devtools/inspector.js (8564)
[0509/130416.125:INFO:CONSOLE(8564)] "Main._showAppUI: 29ms", source: http://localhost:8088/devtools/inspector.js (8564)
[0509/130416.185:INFO:CONSOLE(8564)] "Main._initializeTarget: 14ms", source: http://localhost:8088/devtools/inspector.js (8564)
[0509/130443.231:ERROR:broker_win.cc(134)] Error sending sync broker message
[0509/130519.611:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | configuration parameters after validation:", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.614:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · viaHost: "99shesvh9vvp.invalid"", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.614:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · uri: sip:a681f130-15b3-4cea-9242-0125727553cf@endpoint.twilio.com", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.616:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · wsServers: [{"ws_uri":"wss://endpoint.twilio.com","sip_uri":"<sip:endpoint.twilio.com;transport=ws;lr>","weight":0,"status":0,"scheme":"WSS"}]", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.617:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · password: NOT SHOWN", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.617:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · registerExpires: 600", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.617:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · register: false", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.618:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · registrarServer: sip:endpoint.twilio.com", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.618:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · wsServerMaxReconnection: 3", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.618:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · wsServerReconnectionTimeout: 4", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.619:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · connectionRecoveryMinInterval: 2", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.624:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · connectionRecoveryMaxInterval: 30", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.625:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · keepAliveInterval: 30", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.627:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · extraSupported: ["room-signaling","timer"]", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.628:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · usePreloadedRoute: false", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.632:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · userAgentString: "SIP.js/0.7.7"", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.632:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · iceCheckingTimeout: 5000", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.632:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · noAnswerTimeout: 60000", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.635:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · stunServers: ["stun:stun.l.google.com:19302"]", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.639:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · turnServers: []", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.640:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · traceSip: true", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.641:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · hackViaTcp: false", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.642:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · hackIpInContact: false", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.643:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · hackWssInTransport: true", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.643:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · hackAllowUnregisteredOptionTags: true", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.644:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · hackCleanJitsiSdpImageattr: false", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.644:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · hackStripTcp: false", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.645:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · contactTransport: "wss"", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.649:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · forceRport: false", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.649:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · autostart: false", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.649:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · rel100: "none"", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.650:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · replaces: "none"", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.650:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · mediaHandlerFactory: function promisifiedFactory(){var mediaHandler=mediaHandlerFactory.apply(this,arguments);function patchMethod(methodName){var method=mediaHandler[methodName];if(method.length>1){var callbacksFirst=methodName==="getDescription";mediaHandler[methodName]=SIP.Utils.promisify(mediaHandler,methodName,callbacksFirst)}}patchMethod("getDescription");patchMethod("setDescription");return mediaHandler}", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.651:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · authenticationFactory: undefined", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.652:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · allowLegacyNotifications: false", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.653:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · instanceId: "89e2a59a-a7c9-4fee-8955-b28e20d83845"", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.654:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · sipjsId: "e7tf9"", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.655:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · hostportParams: "endpoint.twilio.com"", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.655:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · authorizationUser: "a681f130-15b3-4cea-9242-0125727553cf"", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.656:INFO:CONSOLE(118)] "Wed May 09 2018 13:05:19 GMT-0500 (Central Daylight Time) | sip.ua | · media: undefined", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/130519.657:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/130519.658:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/130519.658:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/130519.660:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/130519.660:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/130520.227:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/130520.238:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/130520.241:INFO:CONSOLE(180)] "Unable to connect to Room: Permission denied", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (180)
[0509/130523.428:INFO:CONSOLE(8564)] "Main._createAppUI: 66ms", source: http://localhost:8088/devtools/inspector.js (8564)
[0509/130523.460:INFO:CONSOLE(8564)] "Main._showAppUI: 30.999755859375ms", source: http://localhost:8088/devtools/inspector.js (8564)
[0509/130523.556:INFO:CONSOLE(8564)] "Main._initializeTarget: 16.999755859375ms", source: http://localhost:8088/devtools/inspector.js (8564)
[0509/130549.667:INFO:CONSOLE(186)] "Leaving room...", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (186)
[0509/130549.675:INFO:CONSOLE(187)] "Uncaught TypeError: Cannot read property 'disconnect' of undefined", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (187)
[0509/130554.097:INFO:CONSOLE(186)] "Leaving room...", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (186)
[0509/130554.097:INFO:CONSOLE(187)] "Uncaught TypeError: Cannot read property 'disconnect' of undefined", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (187)
[0509/130554.763:INFO:CONSOLE(186)] "Leaving room...", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (186)
[0509/130554.763:INFO:CONSOLE(187)] "Uncaught TypeError: Cannot read property 'disconnect' of undefined", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (187)
[0509/130555.009:INFO:CONSOLE(186)] "Leaving room...", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (186)
[0509/130555.009:INFO:CONSOLE(187)] "Uncaught TypeError: Cannot read property 'disconnect' of undefined", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (187)
[0509/130555.257:INFO:CONSOLE(186)] "Leaving room...", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (186)
[0509/130555.257:INFO:CONSOLE(187)] "Uncaught TypeError: Cannot read property 'disconnect' of undefined", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (187)
[0509/130555.665:INFO:CONSOLE(186)] "Leaving room...", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (186)
[0509/130555.665:INFO:CONSOLE(187)] "Uncaught TypeError: Cannot read property 'disconnect' of undefined", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (187)
[0509/130555.887:INFO:CONSOLE(186)] "Leaving room...", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (186)
[0509/130555.890:INFO:CONSOLE(187)] "Uncaught TypeError: Cannot read property 'disconnect' of undefined", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (187)
[0509/130557.272:INFO:CONSOLE(186)] "Leaving room...", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (186)
[0509/130557.273:INFO:CONSOLE(187)] "Uncaught TypeError: Cannot read property 'disconnect' of undefined", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (187)
[0509/130557.593:INFO:CONSOLE(186)] "Leaving room...", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (186)
[0509/130557.599:INFO:CONSOLE(187)] "Uncaught TypeError: Cannot read property 'disconnect' of undefined", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (187)
[0509/130557.812:INFO:CONSOLE(186)] "Leaving room...", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (186)
[0509/130557.815:INFO:CONSOLE(187)] "Uncaught TypeError: Cannot read property 'disconnect' of undefined", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (187)
[0509/130558.155:INFO:CONSOLE(186)] "Leaving room...", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (186)
[0509/130558.155:INFO:CONSOLE(187)] "Uncaught TypeError: Cannot read property 'disconnect' of undefined", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (187)
[0509/130558.393:INFO:CONSOLE(186)] "Leaving room...", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (186)
[0509/130558.393:INFO:CONSOLE(187)] "Uncaught TypeError: Cannot read property 'disconnect' of undefined", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (187)
[0509/130558.596:INFO:CONSOLE(186)] "Leaving room...", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (186)
[0509/130558.597:INFO:CONSOLE(187)] "Uncaught TypeError: Cannot read property 'disconnect' of undefined", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (187)
[0509/130558.840:INFO:CONSOLE(186)] "Leaving room...", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (186)
[0509/130558.844:INFO:CONSOLE(187)] "Uncaught TypeError: Cannot read property 'disconnect' of undefined", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (187)
[0509/130601.403:INFO:CONSOLE(22)] "Empty response arrived for script 'http://localhost:8088/devtools/product_registry_impl/product_registry_impl_module.js'", source: http://localhost:8088/devtools/inspector.js (22)
[0509/130601.432:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130601.439:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130601.443:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130601.444:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130601.445:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130601.446:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130601.446:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130601.448:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130601.453:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130601.456:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130601.457:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130601.460:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130601.462:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130602.465:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130602.467:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130602.468:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130621.963:ERROR:quota_settings.cc(95)] Unable to compute QuotaSettings.
[0509/130621.964:WARNING:quota_manager.cc(1637)] No storage quota provided in QuotaSettings.
[0509/130710.019:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130710.021:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130710.023:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130710.025:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130710.026:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130710.034:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130710.038:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130710.046:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130710.047:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130710.051:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130710.053:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130717.123:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130717.129:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130717.131:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130717.133:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130717.592:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130717.593:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130718.131:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130718.132:INFO:CONSOLE(105)] "Uncaught (in promise) Error: Could not instantiate: ProductRegistryImpl.Registry", source: http://localhost:8088/devtools/inspector.js (105)
[0509/130733.483:INFO:CONSOLE(186)] "Leaving room...", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (186)
[0509/130733.484:INFO:CONSOLE(187)] "Uncaught TypeError: Cannot read property 'disconnect' of undefined", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (187)
[0509/130734.289:INFO:CONSOLE(186)] "Leaving room...", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (186)
[0509/130734.289:INFO:CONSOLE(187)] "Uncaught TypeError: Cannot read property 'disconnect' of undefined", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (187)
[0509/130734.569:INFO:CONSOLE(186)] "Leaving room...", source: http://localhost:54352/VideoChat/Fms/TwilioCall.aspx?roomName= (186)
